temp_2013,temp_2014,temp_2015,irrad_2013,irrad_2014,irrad_2015
42.6,28.5,24.4,214,3,0
40.5,28.3,24.4,209,3,5
39.7,28.2,24.3,204,2,7
39,28.1,24.3,142,1,7
39,28.1,24.6,109,0,15
37.5,28,24.6,101,0,28
35.6,27.9,25,95,0,28
35.1,27.9,25,90,0,28
34.5,27.8,25.5,82,0,43
34.2,27.8,25.8,79,0,54
34,27.8,26.5,77,0,66
33.7,27.8,26.5,76,0,66
33.6,27.6,27.5,69,0,81
33.2,27.6,27.5,59,0,95
32.8,27.5,28.6,52,0,100
32.4,27.6,29.7,45,0,115
32,27.5,30.5,41,0,136
32,27.5,32,36,0,171
31.3,27.5,32,31,0,183
31,27.4,32,26,0,222
30.7,27.2,35.2,22,0,241
30.7,27.1,35.9,17,0,248
30.2,26.9,38,10,0,265
29.9,26.8,39.1,3,0,286
29.5,26.6,39.8,0,0,289
29.5,26.5,39.8,0,0,286
29.1,26.3,40.5,0,0,267
28.9,26.2,40.5,0,0,272
28.7,26,40.7,0,0,316
28.6,26,41.1,0,0,374
28.5,25.9,42.4,0,0,417
28.4,25.9,45.2,0,0,424
28.3,25.8,45.3,0,0,342
28.2,25.7,45.3,0,0,342
28.1,25.7,43.8,0,0,327
28,25.6,43.8,0,0,327
28,25.6,43.8,0,0,327
27.9,25.6,43.5,0,0,433
27.8,25.7,44.6,0,0,433
27.8,25.7,43.7,0,0,239
27.8,25.7,43.7,0,0,239
27.8,25.6,41.7,0,0,232
27.7,25.5,41.2,0,0,353
27.6,25.5,43.8,0,0,411
27.6,25.5,43.8,0,0,397
27.6,25.4,44.7,0,0,444
27.6,25.4,46.1,0,0,560
27.6,25.4,48.3,0,0,651
27.7,25.3,51.3,0,0,694
27.7,25.3,51.3,0,0,607
27.7,25.3,53.1,0,0,530
27.6,25.2,53.1,0,0,464
27.6,25.3,51.3,0,0,409
27.5,25.4,50.2,0,0,411
27.5,25.4,50.2,0,0,491
27.4,25.4,49.9,0,0,466
27.3,25.4,50.9,0,0,553
27.5,25.3,50.9,0,0,556
27.4,25.3,52.2,0,0,503
27.4,25.4,50.8,0,0,464
27.4,25.4,50.9,0,0,654
27.3,25.4,54.2,0,0,796
27.3,25.4,56.8,0,0,705
27.1,25.4,57.1,0,0,598
27,25.4,55.9,0,0,653
26.9,25.5,55.9,0,0,653
26.9,25.5,59.2,0,0,674
27,25.7,57.8,0,0,670
27.1,25.8,57.8,0,0,706
27.1,25.8,57.8,0,0,678
27.1,25.7,57.9,0,0,635
27.1,25.6,57.5,0,0,692
27,25.6,60,0,0,891
26.9,25.5,60,0,0,884
26.6,25.3,63.5,0,0,867
26.4,25.4,63.9,0,0,871
26.2,25.4,64.2,0,0,854
26,25.3,64.2,0,0,765
25.9,25.3,61.9,0,0,658
25.9,25.2,59.4,0,0,633
25.9,25.2,58.9,0,0,602
26,25.3,57.7,0,0,541
26,25.2,57.7,0,0,586
26,25.2,55.3,0,0,586
26.4,25,56.3,0,0,783
26.4,25,56.3,0,0,822
26.4,25.1,60.9,0,0,709
26.3,25.1,60.5,0,0,707
26.3,25.2,59.3,0,0,541
26.5,25.3,56,0,0,457
26.8,25.6,52.9,0,0,412
27.1,25.8,50,0,0,320
27.2,25.8,47.9,0,0,409
27.4,25.7,47.9,0,0,398
27.6,25.8,47.7,0,0,421
27.8,25.7,47.7,0,0,402
28,25.8,47.1,0,0,369
28,25.8,46.6,0,0,347
28.2,25.7,46.1,0,0,365
28.2,25.7,46.5,0,0,425
28.3,25.7,47.1,0,0,400
28.2,25.9,47.2,0,0,420
28.1,25.9,47.8,0,0,424
28,25.8,47.3,0,0,385
27.6,25.7,46.4,0,0,375
27.2,25.5,45.6,0,0,389
26.8,25.3,45.6,0,0,381
26.5,25.3,46.1,0,0,303
26.3,25.2,44.9,0,0,260
26.1,25.1,43.4,0,0,240
26,25,42.4,0,0,203
25.9,25,41.2,0,0,187
25.9,24.9,39.9,0,0,177
25.8,24.9,39,0,0,177
25.8,24.9,39,0,0,183
25.8,24.9,38,0,0,164
25.9,24.8,37.5,0,0,133
25.9,24.9,36.6,0,0,109
25.9,24.9,35.9,0,0,93
25.9,25,35.3,0,0,91
26,24.9,34.8,0,0,86
26,25,34.4,0,0,75
26,25.2,34,0,0,65
25.9,25.3,33.6,0,0,56
25.8,25.3,33.2,0,0,57
25.8,25.3,33,0,0,61
25.7,25.2,33,0,0,61
25.6,25.3,32.9,0,0,47
25.5,25.3,32.6,0,0,39
25.4,25.2,32.4,0,0,36
25.3,25,32.2,0,0,30
25.2,25,32,0,0,24
25.1,25,31.7,0,0,20
25.1,25,31.5,0,0,17
25,25,31.3,0,0,14
25,24.9,31.1,0,0,11
25,24.8,31,0,0,9
24.9,24.7,30.7,0,0,6
24.9,24.8,30.4,0,0,4
24.9,24.9,30,0,0,2
24.9,24.9,29.6,0,0,0
24.9,24.8,29,0,0,0
24.9,24.7,28.2,0,0,0
24.9,24.7,27.5,0,0,0
24.9,24.7,27.2,0,0,0
24.9,24.6,27,0,0,0
25,24.6,26.8,0,0,0
25,24.7,27,0,0,0
25,24.7,27.4,0,0,0
25,24.7,27.7,0,2,0
24.9,24.8,27.8,0,3,0
24.9,24.8,27.8,0,5,0
24.9,24.9,27.9,0,7,0
25.1,25,28,0,10,0
25.2,25.2,27.9,0,13,0
25.2,25.4,27.6,0,18,0
25.2,25.6,27.3,0,25,0
25.1,25.7,27.2,0,33,0
25,25.9,27.4,0,46,0
24.9,26.3,27.4,0,61,0
24.9,26.7,27.5,0,76,0
24.8,27.1,27.5,0,94,0
24.9,27.7,27.6,0,113,0
24.9,28.3,27.6,0,135,0
24.8,28.8,27.5,0,152,0
24.8,29.7,27.5,0,166,0
24.8,30.8,27.4,0,186,0
24.9,31.7,27.4,0,209,0
24.9,32.6,27.4,3,225,0
25,33.2,27.3,9,198,0
25.2,33.4,27.2,17,222,0
25.4,34.1,27.1,25,212,0
25.7,34.2,27,33,244,0
26,35,27,41,280,0
26.5,35.9,26.9,49,194,0
27.1,35.4,26.9,56,162,0
27.6,35.2,26.9,63,174,0
28,35.2,26.9,65,189,0
28.3,35.5,26.8,66,228,0
28.4,36.2,26.8,68,241,0
28.6,37.1,26.8,73,259,0
28.9,37.9,26.7,81,255,0
29.2,38.6,26.7,89,313,0
29.6,39.6,26.7,97,324,0
30,40.9,26.7,115,408,0
30.8,42.3,26.7,158,382,0
32.3,43.7,26.6,224,535,0
34.4,46.9,26.6,292,595,0
36.4,50.4,26.5,270,675,0
36.4,52.9,26.5,288,672,0
37.9,54.6,26.6,228,711,0
37.8,55.8,26.7,270,680,0
38.8,56.2,26.7,359,763,0
38.8,57.6,26.8,359,740,0
40.5,58.3,26.8,350,790,0
42.5,58,26.8,488,782,0
45.5,58.8,26.8,640,772,0
45.5,59.5,26.8,603,775,0
50.1,59.4,26.7,641,728,0
51.7,57.2,26.7,651,551,0
52.5,54.9,26.7,661,602,0
52.7,54.1,26.6,684,501,0
52.9,54.1,26.5,687,541,0
52.8,52,26.5,726,549,0
52.3,51.6,26.4,718,565,0
52.9,51.3,26.4,752,506,0
53.8,52.3,26.4,762,704,0
53.5,54.7,26.4,829,737,0
53.6,56.2,26.4,858,739,0
55.7,58.6,26.3,939,791,0
55.7,61,26.2,703,964,0
56.4,61.9,26.2,849,966,0
55.2,63.7,26.2,397,974,0
48.4,63.8,26.1,205,859,0
48.4,63.3,26.1,853,1004,0
52.1,65.2,26.1,832,989,0
53.7,66.9,26.1,812,977,0
52.1,66.4,26,415,881,0
49.4,65.4,26,527,810,0
51.1,63.5,25.9,746,567,0
48.2,57.7,25.9,386,336,0
48.8,52.1,25.9,847,286,0
54.2,48.9,25.9,1086,332,0
56.6,48.7,25.8,802,440,0
56.8,48.4,25.8,1006,328,0
58.8,46.5,25.7,824,229,0
58.4,43.5,25.7,968,91,0
59.8,39.4,25.6,863,40,0
56.8,36.7,25.6,449,19,0
54.2,33.8,25.6,833,7,0
57.1,33.8,25.6,872,8,0
59,29.3,25.7,1087,11,0
62.6,27.2,25.8,937,15,0
64.6,25.7,25.9,1219,8,0
68.2,25.4,25.9,1241,12,0
68.2,25,25.9,1241,25,0
62.6,25.2,25.9,825,53,0
63.4,25.6,25.9,1213,85,0
65.4,25.6,25.9,863,93,0
65.4,26.8,25.9,516,97,0
57.4,27,25.8,1031,96,0
59.1,27,25.7,1023,100,0
61.7,27.3,25.7,940,117,0
61.7,27.9,25.8,558,142,0
58.4,28.6,25.7,1102,176,0
60.5,29.9,25.7,1093,221,0
62.9,32,25.7,1073,257,0
62.5,33.6,25.8,893,234,0
60.4,33.9,25.9,963,171,0
62,33.3,26,1009,119,0
63.7,32.4,26.1,1077,88,0
63.7,31.4,26.2,1057,69,0
63.2,30.5,26.1,978,58,0
62.8,29.8,26.2,979,52,0
61.1,29.8,26.3,956,52,0
60.5,28.9,26.3,960,43,0
59.9,28.5,26.2,940,38,0
60.8,28.3,26.2,902,19,0
60.9,28.1,26.2,912,19,0
61,28,26.2,873,20,0
61.3,27.9,26.1,898,11,0
60.6,27.8,26,877,12,0
60.6,27.8,25.9,793,23,0
58.2,27.8,25.8,782,28,0
57.7,27.8,25.7,811,30,0
58.2,27.7,25.6,782,32,0
57.8,27.6,25.6,758,34,0
56.6,27.6,25.5,751,35,0
57,27.6,25.5,721,36,0
56.3,27.7,25.5,701,38,0
56.4,27.7,25.8,705,37,0
54.6,27.8,25.8,670,36,0
54.6,27.8,25.8,648,37,0
54.6,27.8,25.8,647,37,0
54.1,27.8,25.9,625,40,0
53.7,27.9,25.9,601,41,0
53.7,28,25.9,579,45,0
52.1,28.2,25.9,552,52,0
51,28.4,25.9,528,57,0
50.8,28.6,25.9,491,65,0
50.8,28.9,25.8,426,68,0
48.9,29.2,25.7,392,65,0
46.3,29.2,25.7,384,61,0
45.6,29.2,25.7,356,55,0
45.6,29.1,25.7,339,50,0
44.9,29,25.7,323,44,0
43.8,28.7,25.6,315,36,0
42.8,28.4,25.6,305,27,0
42.7,28,25.6,274,19,1
42.8,27.7,25.7,264,12,7
42.4,27.3,25.8,258,6,9
42,26.9,25.9,249,2,14
42,26.6,26.1,215,0,21
41.1,26.3,26.5,185,0,29
40.4,26.2,26.9,138,0,35
39.3,26.1,27.4,128,0,42
39.3,26,28,120,0,53
36.8,26,28,117,0,80
36.3,26,29.5,106,0,80
35.7,26,30.3,90,0,87
35.2,25.9,31.2,82,0,97
34.5,25.9,31.2,74,0,97
33.9,25.9,32.4,69,0,97
33.5,25.9,32.7,63,0,101
33.2,25.9,33.3,59,0,138
32.9,25.8,33.3,58,0,188
32.7,25.8,35.9,57,0,193
32.5,25.8,36.7,50,0,178
32.3,25.9,37.1,36,0,183
31.9,25.8,37.1,22,0,183
31.4,25.6,37.8,9,0,183
30.9,25.6,37.9,2,0,192
30.4,25.5,38.1,0,0,205
30.1,25.3,38.6,0,0,250
29.8,25.1,39.8,0,0,269
29.6,25.1,40.9,0,0,259
29.4,24.9,41.8,0,0,289
29.3,24.9,42.5,0,0,295
29.3,25,42.9,0,0,300
29.5,24.8,43,0,0,294
29.5,24.8,43,0,0,301
29.5,24.8,43.4,0,0,311
29.3,24.9,44.2,0,0,330
29.3,24.9,44.3,0,0,342
29.1,24.9,44,0,0,353
29.1,24.9,45,0,0,379
29.1,24.9,45.4,0,0,348
29.1,24.8,45.3,0,0,338
29.1,24.8,44.9,0,0,341
29.1,24.7,45.2,0,0,387
28.9,24.7,46.2,0,0,408
28.9,24.8,47.2,0,0,406
28.8,24.8,47.1,0,0,412
28.8,24.8,46.8,0,0,400
28.7,24.8,46.8,0,0,365
28.7,24.8,46.1,0,0,368
28.7,24.8,45.9,0,0,417
28.7,24.7,46.8,0,0,459
28.8,24.7,46.8,0,0,447
28.9,24.7,48.2,0,0,476
29,24.6,49.3,0,0,482
28.9,24.7,50.5,0,0,529
28.9,24.6,51.4,0,0,498
29,24.6,51.2,0,0,504
29.1,24.6,52.3,0,0,567
29.1,24.6,53.7,0,0,662
29.2,24.7,53.7,0,0,662
29.1,24.6,56.1,0,0,692
29,24.6,56.7,0,0,663
28.8,24.6,57.9,0,0,654
28.9,24.5,57.9,0,0,689
29,24.5,60.1,0,0,717
29.1,24.4,59.6,0,0,616
29.2,24.4,57.2,0,0,348
29.2,24.5,57.2,0,0,385
29,24.5,51.7,0,0,567
29,24.6,53.1,0,0,566
28.8,24.7,52.6,0,0,410
28.8,24.7,52.6,0,0,363
28.8,24.7,49.1,0,0,348
28.8,24.7,47.8,0,0,354
28.9,24.8,46.9,0,0,339
28.9,24.8,46.9,0,0,323
28.8,24.8,45.5,0,0,322
28.8,24.8,45.5,0,0,317
28.8,24.8,45,0,0,314
28.7,24.8,44.4,0,0,270
28.7,24.7,42.6,0,0,232
28.9,24.6,41.1,0,0,189
29,24.5,39.4,0,0,175
29.2,24.5,38.9,0,0,267
29.1,24.5,38.9,0,0,180
28.4,24.5,38,0,0,190
27,24.5,37.4,0,0,197
26.4,24.5,36.8,0,0,173
26.2,24.4,36,0,0,158
25.9,24.4,35.7,0,0,156
25.7,24.4,33.3,0,0,170
25.6,24.6,30.8,0,0,167
25.6,24.7,30.4,0,0,159
25.5,24.7,29.8,0,0,167
25.3,24.7,29.9,0,0,188
25.2,24.6,30.8,0,0,191
25,24.6,31.8,0,0,176
24.9,24.5,32.4,0,0,161
24.7,24.5,32.6,0,0,144
24.6,24.4,32.4,0,0,134
24.5,24.4,32.5,0,0,143
24.3,24.4,32.6,0,0,166
24.2,24.4,33.2,0,0,198
24,24.3,34.2,0,0,214
24,24.3,34.2,0,0,236
24,24.3,35.5,0,0,159
24,24.4,34.8,0,0,108
24,24.3,34,0,0,70
24,24.2,33.2,0,0,47
23.9,24.2,32.1,0,0,50
23.9,24.2,31.3,0,0,36
23.9,24.1,30.6,0,0,39
23.9,24.1,29.4,0,0,43
23.9,24.2,28.4,0,0,54
23.9,24.2,28.2,0,0,52
23.9,24.2,28,0,0,48
23.8,24.2,27.8,0,0,43
23.8,24.2,27.7,0,0,26
23.8,24.3,27.7,0,0,11
23.8,24.3,27.7,0,0,23
23.8,24.3,27.7,0,0,31
23.8,24.1,27.7,0,0,33
23.7,24,27.9,0,0,43
23.7,24,28.1,0,0,54
23.5,24,28.2,0,0,67
23.5,24,28.2,0,0,67
23.5,24.1,28.9,0,0,83
23.5,24.1,28.8,0,0,87
23.5,24.1,28.6,0,0,82
23.5,24.1,28.6,0,0,72
23.5,24.1,28.7,0,0,66
23.5,24.1,28.7,0,0,73
23.5,24.1,29,0,0,84
23.5,24,29,0,0,91
23.4,24,29.8,0,0,88
23.3,24,30.2,0,0,74
23.3,24,30.4,0,0,56
23.3,23.9,30.3,0,0,42
23.3,23.9,29.9,0,0,33
23.3,23.9,29.6,0,0,25
23.3,23.9,29.2,0,0,18
23.3,24,28.8,0,0,12
23.4,23.9,28.4,0,0,6
23.4,24,28,0,0,2
23.4,24,27.6,0,0,0
23.4,24.1,27.3,0,0,0
23.6,24.2,27,0,0,0
23.6,24.2,26.7,0,0,0
23.5,24.3,26.6,0,0,0
23.5,24.3,26.5,0,1,0
23.5,24.5,26.4,0,2,0
23.6,24.8,26.3,0,4,0
23.6,25,26.3,0,7,0
23.6,25.2,26.2,0,11,0
23.5,25.3,26.1,0,16,0
23.5,25.5,25.9,0,23,0
23.5,25.8,25.9,0,35,0
23.5,26.1,25.8,0,49,0
23.5,26.4,25.8,0,60,0
23.4,26.6,25.8,0,56,0
23.4,26.6,25.8,0,21,0
23.5,26.3,25.7,0,14,0
23.5,26.2,25.6,0,16,0
23.5,26,25.6,0,28,0
23.5,26.1,25.6,0,51,0
23.5,26.6,25.6,0,92,0
23.4,27.2,25.6,0,99,0
23.4,27.6,25.7,0,93,0
23.4,27.7,25.6,0,87,0
23.4,27.6,25.6,0,77,0
23.4,27.3,25.5,0,76,0
23.6,27.2,25.5,1,81,0
23.7,27.2,25.4,3,94,0
23.8,27.4,25.4,5,85,0
23.9,27.5,25.4,9,66,0
24.1,27.6,25.5,13,50,0
24.2,27.4,25.5,18,45,0
24.5,27.5,25.4,24,71,0
24.5,27.9,25.4,30,96,0
25,28.6,25.3,40,139,0
25.3,29.3,25.4,54,119,0
25.7,29.5,25.4,70,92,0
25.7,29.1,25.4,88,89,0
26.6,28.5,25.3,102,94,0
27.1,28.3,25.3,118,127,0
27.4,28.3,25.3,131,165,0
27.4,28.9,25.2,148,228,0
28.7,30.4,25.2,182,385,0
30.7,33.2,25.2,258,595,0
33.1,36.5,25.2,310,745,0
35.5,44.6,25.2,343,925,0
35.5,51.1,25.2,367,825,0
39.5,51.1,25.3,372,788,0
39.8,54,25.3,262,493,0
40.8,51.2,25.3,539,403,0
40.8,48.6,25.3,573,396,0
46.3,48.6,25.4,586,399,0
47.7,46.4,25.3,618,408,0
48.8,46.4,25.3,625,484,0
48.6,46.2,25.2,665,516,0
50.1,47.4,25.3,692,536,0
51.2,47.6,25.2,746,468,0
51.6,47.5,25.2,738,511,0
51.6,47.5,25.3,522,450,0
49.4,47,25.3,663,472,0
51.4,47.8,25.2,811,625,0
54.3,49.7,25.1,824,610,0
54.3,51.1,25,856,619,0
56.5,52.2,25,861,764,0
57.4,56.1,25,881,823,0
58.1,56.8,25.1,895,702,0
57.8,56.3,25.1,838,828,0
57.8,58.6,25.1,897,836,0
58.5,59.8,25.2,919,867,0
60.1,61,25.3,923,899,0
61.1,63.2,25.5,943,944,0
61.2,63.1,25.6,940,870,0
62.1,62.9,25.7,990,898,0
62.7,62.7,25.7,1007,863,0
62.8,61.7,25.8,1019,841,0
63.3,61.8,25.7,1027,885,0
64.5,61.9,25.6,1036,865,0
64.9,61.6,25.6,1046,810,0
65.4,61.6,25.5,1055,884,0
65.5,62.2,25.4,1062,880,0
65.4,62.2,25.3,1067,895,0
65.2,62,25.2,1071,917,0
64.8,61.8,25.1,1092,919,0
64.4,62.4,25.1,1101,896,0
65,63,25.1,1106,866,0
64.6,62.5,25.2,1110,870,0
65.1,62.8,25.4,1107,851,0
65.1,63.7,25.5,1105,851,0
66.7,63.8,25.7,1096,838,0
65.6,63.4,25.8,1105,790,0
66.1,62.8,25.9,1089,813,0
66.1,63.1,26,1081,853,0
67.4,63.6,26,1099,761,0
66.8,59.8,26,1105,493,0
66.1,56.8,26.1,1110,582,0
67.3,56.8,26.1,1092,767,0
67.1,58.3,26.1,1093,624,0
67.1,57.2,26.1,1107,653,0
67.6,56.7,26.1,1101,513,0
67,53.3,26.1,965,307,0
64.2,48.9,26.1,825,374,0
60.9,48.7,26.1,767,455,0
60.5,47.8,26.1,873,491,0
61.9,50.2,26.1,1002,712,0
62.5,53.9,26.1,1057,658,0
64.9,52.7,26.1,1068,371,0
66.6,49.7,26.2,1041,366,0
66.5,47.4,26.2,927,340,0
64.7,45.9,26.3,998,367,0
65,45.5,26.3,959,364,0
64.5,45.2,26.2,719,329,0
62.3,44.2,26.2,883,331,0
62.4,43.6,26.2,938,325,0
59.9,43.2,26.2,524,345,0
57.6,44.7,26.1,723,400,0
54.6,46,26.1,491,343,0
51.4,45.4,26.1,384,316,0
48.9,45.1,26.1,377,352,0
49.8,44.7,26,706,298,0
55.3,44.3,26,918,344,0
55.3,44.8,26,797,356,0
57.2,44.9,26,753,345,0
56,44.8,26,788,317,0
55.2,44.2,26,787,305,0
55.2,43.8,26,815,283,0
56.9,43.3,26,761,260,0
55.8,43,25.9,719,256,0
55.9,42.3,25.9,691,242,0
54.9,41.4,25.9,698,215,0
55.3,41.4,25.9,683,197,0
55.4,40.2,25.9,690,162,0
55.1,38.8,25.9,672,143,0
53.9,37.8,25.9,647,125,0
53.4,36.8,25.8,627,111,0
53.3,35.9,25.7,603,96,0
54.1,35.2,25.6,579,84,0
53.7,34.6,25.4,561,75,0
53.7,34.1,25.3,561,66,0
50.9,33.6,25.2,458,58,0
50.1,33.1,25.1,445,53,0
48.6,32.7,25,301,45,0
48.6,32.4,25,168,41,0
41.8,32.1,24.9,118,36,0
39.3,31.8,24.9,114,29,0
37.7,31.5,24.9,103,23,0
37.7,31.1,25.2,97,19,13
36.2,30.8,25.2,114,14,13
35.9,30.5,25.8,116,7,27
35.6,30.1,25.8,109,2,34
35.3,29.8,26.3,102,0,41
35.2,29.4,26.5,102,0,49
34.8,29.1,26.9,103,0,58
34.6,28.9,26.9,105,0,58
34.5,28.6,27.5,105,0,79
34.5,28.5,28.1,101,0,92
34.4,28.4,28.3,95,0,104
34.3,28.3,28.6,86,0,110
34,28.2,28.9,77,0,127
33.7,28.1,29.5,67,0,139
33.3,28,29.9,58,0,152
32.9,28,29.9,49,0,159
32.5,28,30.6,40,0,166
32.1,27.9,31.4,30,0,191
31.7,27.9,31.4,19,0,205
31.3,27.8,33.4,12,0,222
30.9,27.7,34.7,7,0,235
30.6,27.7,34.7,3,0,244
30.6,27.7,37.3,0,0,254
30,27.6,38.5,0,0,268
29.7,27.6,39.2,0,0,288
29.6,27.5,40.5,0,0,310
29.5,27.4,40.5,0,0,318
29.3,27.4,41.9,0,0,325
29.1,27.4,41.9,0,0,348
29.1,27.4,43.5,0,0,358
29,27.4,43.5,0,0,358
29,27.4,45.3,0,0,408
28.9,27.3,45.3,0,0,408
28.9,27.2,47.7,0,0,437
28.8,27.2,48,0,0,436
28.8,27.2,49.1,0,0,442
28.7,27.1,49.1,0,0,433
28.7,27.1,49.8,0,0,444
28.5,27.1,50.2,0,0,438
28.5,27.1,50,0,0,429
28.5,27,49.5,0,0,448
28.5,27,49.4,0,0,473
28.6,26.9,48.9,0,0,390
28.5,26.8,47.4,0,0,346
28.4,26.8,46.8,0,0,364
28.4,26.8,46.8,0,0,364
28.1,26.8,46.6,0,0,261
28.1,26.8,45.1,0,0,226
28.2,26.7,43.6,0,0,198
28.2,26.7,42.1,0,0,186
28.1,26.7,42,0,0,287
27.9,26.6,42.6,0,0,253
27.8,26.6,42.3,0,0,208
27.8,26.5,42.1,0,0,308
27.7,26.4,43.1,0,0,284
27.6,26.4,42.2,0,0,169
27.4,26.3,40.7,0,0,173
27.4,26.3,40.2,0,0,188
27.5,26.2,40.2,0,0,268
27.5,26.1,42.1,0,0,461
27.5,26.1,43.3,0,0,569
27.4,26,46.9,0,0,598
27.3,26,50.4,0,0,636
27.2,25.9,51.2,0,0,577
27.1,25.9,52.7,0,0,551
27,25.8,48.5,0,0,391
26.8,25.7,47.4,0,0,382
26.8,25.7,45.4,0,0,354
26.7,25.7,44.4,0,0,336
26.7,25.7,43.4,0,0,317
26.7,25.7,42.1,0,0,277
26.6,25.7,41.7,0,0,266
26.5,25.6,40.5,0,0,328
26.5,25.6,40.7,0,0,406
26.5,25.6,41.5,0,0,391
26.7,25.5,41.4,0,0,362
26.6,25.5,41.1,0,0,297
26.6,25.4,41,0,0,283
26.9,25.5,41.2,0,0,316
27,25.5,42.4,0,0,516
27,25.5,47,0,0,643
27,25.5,53.2,0,0,633
26.9,25.4,54.1,0,0,538
26.8,25.4,52.5,0,0,427
26.7,25.4,49.9,0,0,339
26.7,25.5,49.9,0,0,145
26.7,25.5,42.8,0,0,113
26.7,25.4,39.7,0,0,82
26.8,25.3,37.3,0,0,76
26.7,25.3,37.3,0,0,73
26.6,25.3,32.2,0,0,35
26.6,25.2,29.9,0,0,11
26.5,25.2,28.4,0,0,6
26.5,25.2,27.8,0,0,12
26.5,25.3,27.4,0,0,23
26.6,25.3,27.3,0,0,40
26.7,25.3,27.6,0,0,60
26.8,25.3,28,0,0,82
26.8,25.3,28.6,0,0,97
26.8,25.3,29.1,0,0,93
26.7,25.2,29.2,0,0,77
26.7,25.2,29.2,0,0,102
26.7,25.3,29.5,0,0,124
26.8,25.4,30,0,0,140
26.9,25.4,30.3,0,0,161
26.9,25.5,30.8,0,0,111
27,25.4,31.7,0,0,185
26.9,25.3,33.8,0,0,260
26.9,25.3,35.3,0,0,206
26.9,25.3,35.6,0,0,157
26.8,25.3,35,0,0,120
26.8,25.2,34.6,0,0,154
26.8,25.3,35,0,0,167
26.8,25.3,35.1,0,0,131
26.8,25.3,35.3,0,0,175
26.8,25.4,36,0,0,194
26.7,25.4,36.3,0,0,179
26.6,25.4,35.9,0,0,160
26.6,25.5,35,0,0,147
26.6,25.5,34.7,0,0,152
26.6,25.5,34.7,0,0,148
26.6,25.4,34.6,0,0,181
26.6,25.4,35.2,0,0,219
26.7,25.3,36.3,0,0,204
26.7,25.2,37,0,0,173
26.7,25.1,36.6,0,0,147
26.6,25.1,36.6,0,0,125
26.5,25.1,35.3,0,0,111
26.4,25.2,34.6,0,0,97
26.3,25.1,33.9,0,0,83
26.3,25.1,33.2,0,0,77
26.2,25.2,32.4,0,0,65
26.1,25.1,31.7,0,0,56
26.1,25.1,31.2,0,0,48
26.1,25.1,30.7,0,0,38
26.1,25.1,30.4,0,0,26
26.1,25.2,29.9,0,0,20
26,25.1,29.5,0,0,17
25.9,25.1,29.1,0,0,14
25.9,25,28.8,0,0,12
25.8,25,28.8,0,0,10
25.6,25,28.7,0,0,7
25.5,25,28.6,0,0,2
25.3,25.1,28.4,0,0,0
25.3,25.1,28.3,0,0,0
25.2,25,28.1,0,0,0
25.2,25,27.8,0,0,0
25.1,24.9,27.5,0,2,0
25.1,24.9,27.4,0,6,0
25.1,25,27.3,0,11,0
25.1,25.2,27.1,0,16,0
25.1,25.4,27.1,0,25,0
25,25.6,27.1,0,34,0
24.9,25.9,27.1,0,45,0
24.8,26.2,27.2,0,56,0
24.8,26.5,27.3,0,67,0
25.2,27,27.3,0,79,0
25.1,27.5,27.3,0,92,0
25,27.9,27.4,0,106,0
24.9,28.4,27.4,0,120,0
24.8,28.8,27.3,0,131,0
24.8,29.3,27.3,0,146,0
24.8,29.9,27.3,0,159,0
24.9,30.2,27.3,0,171,0
25,30.6,27.3,0,184,0
25,30.9,27,0,200,0
25,32.4,26.7,0,219,0
25.2,34.2,26.5,4,231,0
25.4,36,26.3,9,235,0
25.5,37.3,26.2,10,244,0
25.5,38.8,26.1,13,268,0
25.7,39.9,26,19,257,0
25.9,40.2,26,31,289,0
26.2,41.2,25.9,54,325,0
26.6,42.2,25.8,51,342,0
26.5,43,25.8,32,350,0
26.3,43.9,25.7,39,386,0
26.4,44.4,25.7,50,414,0
26.6,44.4,25.6,73,446,0
27.3,46,25.6,97,464,0
27.3,47.1,25.6,95,464,0
29.1,47.8,25.5,84,471,0
29.5,48.7,25.4,70,518,0
29.6,49.5,25.3,68,547,0
29.6,49.6,25.3,70,567,0
29.5,50.1,25.3,71,583,0
29.6,50.9,25.3,72,596,0
29.6,51.5,25.3,79,620,0
29.8,52.3,25.3,98,655,0
30.2,52.8,25.3,120,639,0
30.7,52.9,25.2,137,664,0
31.2,53.8,25.1,132,699,0
31.6,54.3,25,127,702,0
31.7,55.1,24.8,137,705,0
31.9,55.2,24.8,146,698,0
32.5,55.1,24.7,163,713,0
33,55,24.7,186,747,0
33.1,54.6,24.6,195,748,0
32.6,55.7,24.6,204,797,0
32.6,56.8,24.5,227,765,0
34.2,56.9,24.5,252,816,0
35,57.5,24.7,261,826,0
35.6,58.5,24.9,293,811,0
36.4,58.8,25,287,846,0
36.9,60.4,25,276,843,0
37.3,61.1,25.1,283,840,0
37.9,60.5,25.1,283,781,0
38.1,60.4,25.1,276,820,0
38.6,59.3,25.1,323,632,0
38.6,56.7,25.1,325,504,0
39.7,54.9,25.1,292,677,0
40.1,56.2,25.2,349,697,0
40.6,54.7,25.3,357,485,0
40.6,52.1,25.3,357,631,0
41.8,54.7,25.4,316,792,0
42.1,54.7,25.4,443,846,0
44.2,59.1,25.4,685,877,0
44.2,61.1,25.3,465,911,0
46.1,62,25.2,470,874,0
45.6,62.8,25.1,306,917,0
44,63.5,25,298,914,0
